customer_id,age,gender,tenure_months,city_tier,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,total_day_calls,total_eve_calls,total_night_calls,total_day_minutes,total_eve_minutes,total_night_minutes,total_day_charge,total_eve_charge,total_night_charge,total_monthly_charge,customer_service_calls,international_plan,international_calls,voicemail_plan,voicemail_messages,total_data_usage_gb,churned
CUST01163,36,Female,70,Tier-1,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,32,101,76,181.22,146.25,159.87,53.28,37.01,9.9,64.32,5,No,0,Yes,40,58.64,Yes
CUST01164,79,Female,34,Tier-3,No,No,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,136,112,9,104.46,234.77,182.97,20.38,22.89,12.51,73.31,9,No,0,No,0,77.96,No
CUST01165,31,Male,9,Tier-3,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,110,145,50,85.83,169.08,256.41,43.96,27.0,10.46,60.85,6,No,0,No,0,18.98,Yes
CUST01166,27,Male,41,Tier-2,No,No,No,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,128,148,79,118.6,229.64,188.7,38.35,15.48,9.58,55.11,6,No,0,No,0,56.28,Yes
CUST01167,19,Male,72,Tier-3,No,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,18,32,1,122.95,192.03,235.58,9.8,33.2,14.61,44.45,2,No,0,No,0,69.44,No
CUST01168,52,Female,6,Tier-3,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,111,86,156,236.75,224.56,181.69,45.19,32.53,21.11,53.28,5,No,0,No,0,81.25,Yes
CUST01169,40,Female,54,Tier-1,No,DSL,No,Yes,No,No internet service,No,No,Two year,No,Credit card,70,128,112,42.13,211.96,232.8,29.29,21.95,18.27,90.17,1,Yes,9,No,0,51.26,Yes
CUST01170,21,Female,37,Tier-3,Yes,No,No internet service,No,No,Yes,No,No,One year,No,Bank transfer,38,91,65,198.58,174.8,130.77,29.36,36.81,15.09,68.23,5,No,0,No,0,36.36,Yes
CUST01171,34,Female,46,Tier-2,No phone service,No,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,195,49,170,225.68,228.45,239.8,28.35,30.85,22.44,67.69,8,Yes,2,No,0,69.23,Yes
CUST01172,61,Female,8,Tier-2,No,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,169,164,147,152.46,175.29,199.89,27.43,32.98,19.93,69.16,3,No,0,No,0,55.86,Yes
CUST01173,68,Female,35,Tier-3,No,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,66,187,150,157.45,113.04,270.74,30.68,37.55,26.59,40.03,1,No,0,No,0,32.63,No
CUST01174,43,Female,4,Tier-1,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card,16,85,127,213.58,217.13,169.23,28.22,22.92,15.69,51.86,2,No,0,No,0,60.64,Yes
CUST01175,56,Male,49,Tier-3,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,One year,No,Credit card,57,106,88,122.53,164.13,159.89,25.8,30.67,8.08,55.37,4,No,0,No,0,28.36,Yes
CUST01176,19,Female,48,Tier-3,No,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,Yes,Mailed check,3,74,93,154.23,138.53,156.73,31.89,24.32,11.51,74.31,1,No,0,No,0,68.65,No
CUST01177,60,Female,49,Tier-3,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,122,146,83,130.72,128.24,231.36,37.6,18.03,7.5,68.97,6,No,0,No,0,60.73,Yes
CUST01178,72,Male,34,Tier-1,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,67,99,199,126.9,94.48,214.67,31.31,32.01,14.91,70.34,9,No,0,No,0,105.81,Yes
CUST01179,39,Female,32,Tier-2,No,No,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,5,173,182,123.5,251.12,266.66,44.34,22.7,17.48,71.26,3,No,0,No,0,70.73,No
CUST01180,27,Male,12,Tier-2,No,Fiber optic,No,No,Yes,No,No,No internet service,One year,No,Bank transfer,1,52,152,169.84,231.84,201.07,31.9,42.37,19.45,58.9,4,No,0,No,0,36.3,Yes
CUST01181,33,Male,54,Tier-2,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,104,142,154,127.93,246.47,218.05,23.76,14.36,12.49,69.24,7,No,0,Yes,26,56.3,No
CUST01182,41,Female,22,Tier-2,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Two year,Yes,Electronic check,135,57,14,84.48,133.01,195.08,27.44,31.09,7.6,68.43,5,No,0,Yes,12,33.65,No
CUST01183,48,Female,68,Tier-2,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,109,125,140,179.43,96.18,176.01,37.24,39.3,20.6,60.57,7,No,0,No,0,48.26,Yes
CUST01184,70,Female,6,Tier-2,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,90,185,182,157.09,184.82,122.84,30.05,30.26,16.15,92.55,5,Yes,0,No,0,29.93,Yes
CUST01185,73,Male,14,Tier-1,No,No,Yes,Yes,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,156,182,36,128.26,150.05,240.38,34.43,14.84,21.4,60.01,6,No,0,No,0,-4.18,Yes
CUST01186,57,Male,54,Tier-1,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer,177,3,7,179.71,167.12,182.25,34.51,21.17,10.89,85.33,3,No,0,No,0,16.83,Yes
CUST01187,71,Female,24,Tier-1,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,188,39,43,160.07,208.19,202.74,26.95,44.18,18.8,65.28,5,Yes,13,No,0,51.86,Yes
CUST01188,30,Female,57,Tier-2,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,No,Electronic check,16,111,196,157.43,163.7,259.64,30.21,33.28,12.07,70.04,2,Yes,3,No,0,99.33,No
CUST01189,61,Male,63,Tier-2,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer,188,16,49,95.64,228.75,164.96,30.46,22.71,8.32,68.45,4,No,0,Yes,10,60.76,No
CUST01190,29,Female,53,Tier-2,Yes,DSL,No internet service,No,No,No,No internet service,No,One year,Yes,Credit card,51,83,110,130.5,255.31,114.23,18.77,26.74,22.16,98.44,1,No,0,No,0,76.04,No
CUST01191,29,Male,59,Tier-2,Yes,DSL,No,No,No,No internet service,No internet service,No,One year,No,Credit card,10,46,22,66.91,169.62,225.09,44.28,14.88,13.88,55.85,6,No,0,No,0,75.08,No
CUST01192,37,Male,45,Tier-1,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,70,32,5,186.65,152.07,215.44,43.75,19.58,17.46,57.62,1,Yes,11,No,0,57.52,No
CUST01193,66,Male,2,Tier-2,No,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,Yes,Mailed check,143,58,128,110.62,185.38,191.71,12.37,28.65,13.11,64.69,0,No,0,No,0,51.12,No
CUST01194,22,Male,23,Tier-1,Yes,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Credit card,125,9,67,138.53,212.28,213.12,20.15,40.87,19.96,80.33,3,No,0,No,0,61.0,Yes
CUST01195,72,Male,18,Tier-1,No,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Electronic check,122,19,192,172.66,256.07,231.34,25.42,36.88,16.79,77.94,5,No,0,No,0,61.96,Yes
CUST01196,76,Female,62,Tier-3,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card,124,194,89,64.75,157.36,159.19,26.71,18.53,14.18,68.61,8,Yes,10,No,0,25.49,No
CUST01197,40,Female,2,Tier-1,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,127,91,183,211.62,126.88,224.32,21.8,35.39,11.62,57.26,5,No,0,No,0,29.89,Yes
CUST01198,61,Female,61,Tier-1,Yes,No,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Mailed check,165,181,171,20.92,211.16,161.81,11.22,21.14,22.15,54.21,3,No,0,No,0,30.31,No
CUST01199,52,Male,62,Tier-3,No,No,No internet service,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,110,34,45,133.77,196.17,235.72,37.49,33.04,12.06,64.13,5,No,0,Yes,19,93.67,No
CUST01200,24,Male,25,Tier-2,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,63,139,180,142.56,192.68,142.2,32.43,41.05,11.9,62.15,1,No,0,No,0,44.65,Yes
CUST01201,31,Male,1,Tier-1,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,55,22,53,201.26,227.31,154.0,37.4,36.49,13.8,62.71,0,No,0,No,0,61.54,No
CUST01202,74,Female,60,Tier-3,No,No,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,167,65,114,156.33,165.87,158.78,36.31,26.95,19.29,67.75,7,No,0,No,0,45.47,Yes
CUST01203,42,Female,64,Tier-3,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,51,141,57,173.66,194.05,212.76,38.94,24.58,13.47,83.12,1,Yes,19,No,0,98.12,Yes
CUST01204,58,Male,45,Tier-3,No,No,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer,140,193,65,198.42,151.06,276.0,19.92,15.85,5.13,60.0,4,No,0,Yes,25,11.81,No
CUST01205,79,Female,59,Tier-3,Yes,No,Yes,No internet service,No,No,Yes,No,Two year,Yes,Electronic check,62,24,137,107.35,255.41,230.3,31.42,16.92,11.23,88.3,0,No,0,Yes,39,43.72,No
CUST01206,56,Female,40,Tier-2,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer,96,25,103,143.64,214.5,236.28,19.44,26.4,4.56,64.65,4,No,0,Yes,28,65.55,No
CUST01207,26,Female,62,Tier-3,No,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,183,89,179,88.95,107.59,205.4,6.79,33.76,16.21,81.83,0,No,0,No,0,37.94,Yes
CUST01208,53,Female,37,Tier-1,No phone service,No,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,72,127,59,176.78,96.53,270.83,31.53,13.69,8.57,59.02,2,No,0,Yes,42,56.07,No
CUST01209,77,Female,25,Tier-2,No,No,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,148,174,162,64.7,185.71,177.07,33.92,31.31,18.93,58.35,1,Yes,0,No,0,37.28,No
CUST01210,38,Female,32,Tier-1,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,No,Mailed check,38,48,26,166.41,211.71,276.19,32.04,16.63,14.22,99.1,9,Yes,3,No,0,50.25,No
CUST01211,79,Male,59,Tier-1,No phone service,DSL,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Credit card,6,154,189,119.53,195.98,133.78,22.04,31.79,17.59,45.25,3,No,0,No,0,57.38,Yes
CUST01212,59,Female,54,Tier-2,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,47,42,101,88.31,326.13,164.92,35.99,21.69,16.88,65.42,4,No,0,No,0,40.05,Yes
CUST01213,49,Male,14,Tier-3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,3,108,149,181.18,200.78,208.54,25.69,29.97,17.45,63.11,7,No,0,No,0,50.25,Yes
CUST01214,45,Female,49,Tier-1,No,No,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card,154,1,27,147.4,152.68,238.79,28.66,28.99,16.51,65.2,5,Yes,5,No,0,43.31,Yes
CUST01215,66,Male,68,Tier-3,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Mailed check,58,12,61,111.35,218.98,167.71,36.25,25.72,18.51,81.83,4,Yes,5,Yes,18,74.81,No
CUST01216,59,Female,55,Tier-2,Yes,No,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,98,29,34,97.27,165.82,179.4,43.58,31.0,28.7,45.34,3,No,0,No,0,85.51,No
CUST01217,23,Male,9,Tier-3,No phone service,DSL,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,18,102,84,117.45,214.08,227.31,47.18,28.3,19.59,45.9,8,No,0,Yes,8,29.09,No
CUST01218,66,Male,5,Tier-3,No,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,100,30,173,107.37,112.45,211.19,23.71,26.91,7.7,80.28,8,No,0,No,0,14.93,Yes
CUST01219,78,Female,8,Tier-3,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,7,22,72,116.66,248.77,196.41,30.89,29.68,14.51,86.84,1,Yes,10,No,0,49.17,Yes
CUST01220,74,Male,69,Tier-2,No,No,No internet service,Yes,No,No,Yes,No,Two year,No,Electronic check,68,195,60,124.81,232.26,186.88,27.82,11.96,9.72,40.99,0,No,0,Yes,8,61.44,No
CUST01221,58,Male,40,Tier-3,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,122,165,36,151.29,176.45,214.71,28.15,25.39,13.29,30.53,5,Yes,18,No,0,65.47,No
CUST01222,63,Male,35,Tier-2,No phone service,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,No,Electronic check,47,141,152,118.1,212.62,260.32,35.74,24.78,13.57,70.56,1,Yes,1,No,0,82.66,No
CUST01223,47,Male,33,Tier-1,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,96,63,127,132.57,241.14,218.23,28.92,24.91,14.17,59.27,6,No,0,Yes,24,52.45,No
CUST01224,23,Male,29,Tier-2,No,No,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,63,141,80,157.65,208.41,189.15,28.66,46.19,17.82,70.27,7,No,0,No,0,82.45,Yes
CUST01225,77,Female,10,Tier-2,No,No,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Electronic check,22,67,58,40.14,188.88,265.15,40.86,34.52,12.81,48.14,5,No,0,No,0,62.21,No
CUST01226,72,Female,57,Tier-1,Yes,DSL,No,No,No,No,No internet service,Yes,Two year,No,Mailed check,187,51,71,139.14,240.62,287.7,31.33,24.84,9.95,81.64,2,No,0,No,0,60.76,No
CUST01227,64,Male,56,Tier-2,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,146,179,189,96.95,131.48,211.8,31.93,10.44,22.71,68.08,3,No,0,No,0,49.25,No
CUST01228,21,Male,3,Tier-2,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,92,27,22,168.5,262.64,276.28,28.34,38.55,10.64,59.34,6,No,0,Yes,43,59.99,No
CUST01229,52,Male,35,Tier-3,Yes,DSL,No,Yes,No,No,No internet service,Yes,One year,No,Credit card,47,106,7,104.71,274.96,111.34,44.8,36.41,13.37,83.7,9,No,0,No,0,28.92,Yes
CUST01230,35,Female,10,Tier-2,No phone service,No,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,176,103,114,139.79,195.26,270.83,23.82,36.88,0.24,49.94,6,No,0,No,0,75.19,No
CUST01231,31,Female,69,Tier-2,No,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,133,135,38,79.27,323.92,245.57,33.53,21.72,18.36,100.14,0,No,0,Yes,18,82.45,Yes
CUST01232,62,Male,31,Tier-2,No,No,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,60,74,153,265.02,127.8,237.54,30.0,36.31,19.19,53.01,1,No,0,Yes,32,-0.69,No
CUST01233,31,Female,62,Tier-1,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card,131,46,115,98.85,280.32,240.69,42.65,14.18,11.25,61.21,3,Yes,5,No,0,48.58,No
CUST01234,75,Male,58,Tier-3,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Credit card,7,36,46,138.39,180.07,203.07,52.78,17.97,17.3,68.14,6,No,0,No,0,82.17,No
CUST01235,43,Female,16,Tier-1,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,89,3,61,120.23,170.73,190.96,44.87,36.86,13.38,96.46,3,Yes,16,No,0,45.16,Yes
CUST01236,39,Male,2,Tier-2,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,Yes,Bank transfer,4,139,179,105.92,280.68,211.58,37.23,20.01,15.98,54.73,1,No,0,Yes,46,32.81,Yes
CUST01237,79,Female,35,Tier-1,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,58,120,144,220.13,204.12,149.28,55.26,43.65,8.5,62.04,1,No,0,No,0,66.22,No
CUST01238,59,Female,71,Tier-1,No,DSL,No,No internet service,Yes,Yes,No,No internet service,One year,No,Electronic check,59,71,185,156.78,202.48,168.62,29.34,27.39,14.79,42.55,6,No,0,Yes,9,41.45,No
CUST01239,69,Female,21,Tier-3,Yes,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card,87,47,104,134.46,164.12,176.47,9.97,32.97,19.22,68.25,5,No,0,Yes,19,39.69,Yes
CUST01240,56,Female,60,Tier-1,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,5,163,111,218.25,284.2,190.82,31.02,13.88,7.24,65.73,4,No,0,No,0,57.37,No
CUST01241,78,Female,7,Tier-1,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,63,17,28,144.48,124.76,158.63,33.07,21.85,15.22,68.14,5,No,0,No,0,64.24,Yes
CUST01242,73,Female,38,Tier-3,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,50,168,126,195.08,216.49,227.18,25.04,37.93,20.82,91.4,5,No,0,Yes,17,71.98,Yes
CUST01243,25,Male,58,Tier-3,Yes,DSL,No,No internet service,Yes,No,No,No,One year,Yes,Credit card,173,91,6,72.29,282.25,167.07,31.63,28.52,5.64,82.11,1,No,0,No,0,10.71,No
CUST01244,28,Male,5,Tier-1,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer,129,1,199,234.61,191.82,214.55,35.76,49.35,12.86,77.05,9,No,0,No,0,25.91,Yes
CUST01245,45,Male,40,Tier-2,Yes,No,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,36,125,137,130.31,184.7,195.69,27.38,31.68,14.96,54.52,2,Yes,19,Yes,42,67.56,No
CUST01246,69,Female,17,Tier-1,Yes,No,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Credit card,84,124,0,158.56,212.86,233.79,21.56,48.2,15.13,78.73,8,No,0,Yes,20,59.6,Yes
CUST01247,51,Male,12,Tier-3,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,51,50,148,185.84,222.7,161.99,16.63,39.79,15.17,47.54,6,Yes,15,No,0,46.58,Yes
CUST01248,51,Male,49,Tier-1,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Two year,No,Credit card,28,76,123,104.68,200.35,209.55,29.61,19.49,16.47,84.21,4,Yes,9,No,0,47.03,No
CUST01249,19,Female,55,Tier-1,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,83,82,184,145.86,90.59,115.96,43.64,5.1,22.29,82.38,7,No,0,Yes,22,68.26,No
CUST01250,41,Female,28,Tier-3,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,47,190,185,106.15,177.97,140.61,24.14,-0.55,27.32,56.44,1,No,0,No,0,65.34,No
CUST01251,46,Male,45,Tier-1,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,14,103,175,133.68,216.84,225.64,20.8,24.03,20.53,95.32,6,No,0,Yes,49,53.46,Yes
CUST01252,25,Female,46,Tier-2,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,105,48,42,192.1,175.02,234.22,25.5,27.83,13.8,100.8,4,No,0,No,0,89.83,Yes
CUST01253,59,Male,21,Tier-2,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,19,170,177,187.66,144.25,275.5,36.55,34.46,7.47,47.03,3,Yes,11,No,0,59.0,Yes
CUST01254,46,Female,26,Tier-1,No phone service,No,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,170,144,83,66.15,201.3,72.09,25.14,11.57,21.32,63.53,8,No,0,No,0,35.23,No
CUST01255,67,Female,9,Tier-2,Yes,DSL,No,No internet service,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,73,123,155,125.53,183.22,203.25,44.14,23.93,11.02,59.33,5,No,0,No,0,26.95,No
CUST01256,49,Male,44,Tier-2,Yes,No,No internet service,No internet service,Yes,No internet service,No,No,Two year,No,Mailed check,46,89,59,282.68,162.53,222.14,42.28,21.43,24.35,94.58,0,Yes,17,Yes,38,25.87,No
CUST01257,20,Male,11,Tier-3,No,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card,157,168,0,166.08,266.68,162.41,35.57,14.81,10.77,86.31,4,No,0,Yes,29,95.56,Yes
CUST01258,70,Male,64,Tier-2,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,62,133,189,113.17,141.28,126.19,40.06,31.58,17.54,16.59,2,No,0,No,0,42.84,No
CUST01259,43,Female,52,Tier-1,No,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,186,116,11,195.35,177.54,243.3,19.49,17.22,10.37,67.11,1,No,0,No,0,42.67,No
CUST01260,34,Male,67,Tier-1,No,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,162,3,67,198.07,197.27,136.34,25.71,25.14,15.78,60.94,6,No,0,No,0,91.52,Yes
CUST01261,22,Male,45,Tier-2,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,40,190,199,144.01,207.4,225.94,21.19,50.12,19.15,73.29,0,No,0,No,0,51.54,No
CUST01262,30,Male,10,Tier-3,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,147,61,12,146.49,172.2,221.27,36.19,37.46,14.11,65.66,7,No,0,No,0,20.94,Yes
CUST01263,71,Male,54,Tier-1,No,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer,22,31,137,284.27,221.33,209.54,42.08,56.11,11.67,63.55,8,No,0,No,0,47.69,Yes
CUST01264,28,Male,30,Tier-1,No,No,Yes,No,No,No internet service,No,No,Month-to-month,No,Bank transfer,192,9,59,146.2,186.71,234.52,7.97,32.88,20.12,92.03,6,No,0,No,0,24.0,No
CUST01265,63,Female,18,Tier-1,No,No,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Mailed check,67,79,85,237.05,192.51,130.88,27.09,16.57,18.32,10.89,5,No,0,Yes,48,56.25,Yes
CUST01266,21,Male,72,Tier-1,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card,152,167,16,107.78,226.42,171.49,20.67,32.85,25.4,64.21,3,No,0,No,0,52.11,No
CUST01267,38,Male,13,Tier-1,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,193,162,115,97.98,188.97,217.81,32.92,31.37,15.23,55.22,7,No,0,No,0,32.18,Yes
CUST01268,19,Male,69,Tier-1,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card,52,49,156,166.64,204.07,269.64,17.37,31.47,15.73,64.79,0,No,0,Yes,35,99.48,No
CUST01269,45,Female,5,Tier-2,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,110,107,44,190.86,129.82,285.95,38.8,37.47,10.49,80.13,6,No,0,No,0,28.89,Yes
CUST01270,20,Male,51,Tier-3,Yes,No,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Bank transfer,25,5,17,208.73,210.65,199.65,33.82,33.43,16.78,82.1,0,No,0,Yes,44,37.11,No
CUST01271,27,Male,56,Tier-2,No,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer,130,40,137,113.91,175.58,109.02,30.07,30.46,7.75,70.18,9,No,0,No,0,46.81,No
CUST01272,32,Male,29,Tier-2,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Mailed check,179,161,80,170.3,178.5,215.88,49.07,34.71,19.78,74.91,3,Yes,2,No,0,62.08,No
CUST01273,63,Female,19,Tier-2,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer,158,35,159,163.13,174.46,237.92,9.19,35.53,10.59,59.58,7,Yes,0,No,0,45.8,Yes
CUST01274,76,Female,57,Tier-2,Yes,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,9,146,108,214.62,150.62,145.59,21.81,42.74,11.42,32.92,8,No,0,No,0,61.22,Yes
CUST01275,30,Male,11,Tier-1,No,No,No,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,123,92,101,187.67,218.06,155.96,32.47,36.11,14.48,77.18,1,No,0,No,0,60.58,Yes
CUST01276,60,Male,16,Tier-2,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,38,198,107,194.76,262.68,177.96,23.9,27.18,23.34,97.93,7,No,0,Yes,11,25.55,Yes
CUST01277,28,Male,64,Tier-3,No,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,31,9,107,148.77,241.81,158.87,11.9,21.92,10.71,90.21,2,No,0,No,0,53.14,Yes
CUST01278,63,Female,59,Tier-1,Yes,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,118,148,130,171.09,285.87,214.59,35.96,37.31,10.89,52.06,9,No,0,No,0,30.92,Yes
CUST01279,33,Male,12,Tier-2,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Credit card,44,127,31,198.29,249.64,160.59,38.75,25.3,13.52,73.01,1,Yes,5,No,0,60.64,No
CUST01280,46,Female,22,Tier-3,No,No,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer,176,138,51,188.79,178.61,143.48,20.97,18.44,16.44,71.23,8,Yes,3,No,0,52.74,No
CUST01281,67,Male,6,Tier-2,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card,189,137,69,99.97,202.79,215.06,25.31,34.02,22.78,68.36,7,No,0,Yes,18,77.68,Yes
CUST01282,40,Female,2,Tier-2,Yes,DSL,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,110,91,131,130.74,202.48,161.11,22.76,25.69,11.27,38.33,5,No,0,Yes,0,55.14,Yes
CUST01283,75,Female,6,Tier-1,No,No,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Bank transfer,41,110,195,148.61,145.35,180.61,36.49,42.45,13.69,93.32,2,Yes,14,No,0,49.04,No
